lon_fit,lat_fit,ele_fit,width,depth,dist,Wetland,Wetland_2,Wetland_3,Wetland_4,Wetland_5,CatchmentSize_ha,Date,pCO2_ppm,F_CO2_umol_m2_s,flux_umolpers,Flux_gCO2asCperM2perDay,Totalflux_umolpers,WaterTemp_c,AirTemp_c,air_pressure_hpa,surface_area,DOC,TDN,pCO2_air_ppm,air_pressure_atm,water_pressure_atm,pCO2_w_atm,pCO2_air_atm,KH_mol.l.atm,KH_mol.m3.atm,Flux_mol_m2_d,k_m_d,Sc,K600
-78.20173101,-0.329209813,4088.244061,31.5,4.5,73.89428625,GAVItrib1,Gavilan Tributaries,Gavilan River Network,GAVItrib1,GavilanTribs,1.1934,6/29/21,3489.783353,0.345,NA,0.357696,NA,8.95075,7.249,626.7634,NA,4.558,0.1381,416.45,0.626910514,0.619535244,0.002162044,0.000261077,0.056062698,56.06269776,0.029808,0.279694735,1097.980227,0.378360617
-78.20162978,-0.329106913,4091.655974,7,4,57.79782241,GAVItrib1,Gavilan Tributaries,Gavilan River Network,GAVItrib1,GavilanTribs,1.1304,6/29/21,11206.38178,1.15,NA,1.19232,NA,8.972,7.244,626.7364,NA,NA,NA,416.45,0.626479791,0.619508597,0.00694245,0.000260898,0.056026784,56.02678376,0.09936,0.265422977,1096.59418,0.358827615
-78.20159759,-0.328829913,4098.724497,44,2,25.57649902,GAVItrib1,Gavilan Tributaries,Gavilan River Network,GAVItrib1,GavilanTribs,0.9486,6/29/21,11098.654,3.005,NA,3.115584,NA,8.75275,7.232,626.7564,NA,NA,NA,416.45,0.625662399,0.619528336,0.006875931,0.000260557,0.056398702,56.39870225,0.259632,0.695880612,1111.000195,0.9469263
-78.20158192,-0.328979313,4094.147599,44,2,42.33414533,GAVItrib1,Gavilan Tributaries,Gavilan River Network,GAVItrib1,GavilanTribs,1.0269,6/29/21,7979.266913,0.205,NA,0.212544,NA,8.90575,7.239,626.7964,NA,4.961,0.1887,416.45,0.626243922,0.619567813,0.004943697,0.000260799,0.056138845,56.13884485,0.017712,0.067373555,1100.922585,0.091262472
-78.20152703,-0.328625413,4101.086326,NA,NA,0,GAVItrib1,Gavilan Tributaries,Gavilan River Network,GAVItrib1,GavilanTribs,0.5391,6/29/21,5319.166243,1.26,NA,1.306368,NA,8.6925,7.224,626.8284,NA,NA,NA,416.45,0.625453744,0.619599394,0.003295752,0.00026047,0.056501439,56.50143924,0.108864,0.634783654,1115.000078,0.865341553
-78.20152703,-0.328625413,4101.086326,NA,NA,0,GAVItrib1,Gavilan Tributaries,Gavilan River Network,GAVItrib1,GavilanTribs,0.5265,6/29/21,11095.729,1.675,NA,1.73664,NA,8.6375,7.22,626.9514,NA,NA,NA,416.45,0.625575136,0.619720786,0.006876254,0.000260521,0.056595426,56.5954259,0.14472,0.386517573,1118.667025,0.527769194
-78.20318554,-0.331215773,4063.573561,36,5,74.94060768,GAVItrib2,Gavilan Tributaries,Gavilan River Network,GAVItrib2,GavilanTribs,17.5878,6/23/21,1404.899821,2.28,NA,2.363904,NA,11.45275,6.775,626.9454,NA,2.786,0.07962,416.45,0.630011881,0.619714864,0.000870637,0.000262368,0.052022622,52.02262165,0.196992,6.225307035,948.8512132,7.828601907
-78.20316861,-0.330963273,4066.646854,32,4,46.7681834,GAVItrib2,Gavilan Tributaries,Gavilan River Network,GAVItrib2,GavilanTribs,18.2466,6/23/21,1460.886328,2.59,NA,2.685312,NA,11.34625,6.772,626.9774,NA,NA,NA,416.45,0.62967949,0.619746446,0.000905379,0.00026223,0.052187105,52.18710544,0.223776,6.667125659,954.6554485,8.409813081
-78.2031338,-0.330699873,4068.707018,44.5,6.5,17.17957104,GAVItrib2,Gavilan Tributaries,Gavilan River Network,GAVItrib2,GavilanTribs,16.5654,6/23/21,2019.293163,0.5,NA,0.5184,NA,10.8625,6.763,627.0124,NA,NA,NA,416.45,0.629470045,0.619780988,0.00125152,0.000262143,0.052942381,52.94238076,0.0432,0.824742921,981.597717,1.054896232
-78.20310205,-0.330560773,4069.821719,35.5,5.5,1.292980166,GAVItrib2,Gavilan Tributaries,Gavilan River Network,GAVItrib2,GavilanTribs,17.0406,6/23/21,3573.983273,0.655,NA,0.679104,NA,10.638,6.761,627.0104,NA,1.835,0.07048,416.45,0.629336056,0.619779014,0.00221508,0.000262087,0.053297482,53.29748184,0.056592,0.543685441,994.4300665,0.699937403
-78.20095874,-0.327111639,4109.03935,110,48,10.57274833,GAVItrib3,Gavilan Tributaries,Gavilan River Network,GAVItrib3,GavilanTribs,0.1107,6/30/21,1834.589139,0.105,NA,0.108864,NA,8.5275,6.823,626.0904,NA,NA,NA,416.45,0.623783512,0.618871045,0.001135374,0.000259775,0.056783979,56.78397906,0.009072,0.182461709,1126.045842,0.249962091
-78.20095407,-0.327118239,4108.997299,NA,NA,11.47265193,GAVItrib3,Gavilan Tributaries,Gavilan River Network,GAVItrib3,GavilanTribs,0.1764,6/29/21,2074.690358,0.105,NA,0.108864,NA,7.8905,7.196,627.1124,NA,NA,NA,416.45,0.624797128,0.61987968,0.001286058,0.000260197,0.057891255,57.89125471,0.009072,0.15275706,1169.97729,0.213311556
-78.20091729,-0.327175439,4108.933292,24.5,3.5,19.04367862,GAVItrib3,Gavilan Tributaries,Gavilan River Network,GAVItrib3,GavilanTribs,0.2943,6/30/21,1334.11874,0.255,NA,0.264384,NA,8.31275,6.768,626.1864,NA,NA,NA,416.45,0.623890817,0.618965789,0.000825774,0.000259819,0.057154327,57.15432669,0.022032,0.681119433,1140.625551,0.9391159
-78.200883,-0.327227939,4108.933102,21.25,3,26.02592192,GAVItrib3,Gavilan Tributaries,Gavilan River Network,GAVItrib3,GavilanTribs,0.4293,6/30/21,2015.453656,0.465,NA,0.482112,NA,8.36025,6.809,626.2334,NA,NA,NA,416.45,0.623937225,0.619012175,0.00124759,0.000259839,0.057072154,57.0721542,0.040176,0.712680124,1137.380717,0.981232564
-78.20077071,-0.327339039,4106.817377,20.5,3.5,43.70607485,GAVItrib3,Gavilan Tributaries,Gavilan River Network,GAVItrib3,GavilanTribs,0.5364,6/29/21,4965.087468,0.905,NA,0.938304,NA,8.0465,7.198,627.0824,NA,2.645,0.09103,416.45,0.62502569,0.619850073,0.00307761,0.000260292,0.057617639,57.61763862,0.078192,0.481693754,1159.02635,0.66948684
-78.19970056,-0.325404711,4121.711353,66.5,32.5,137.6898395,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,40.8771,6/30/21,544.0804486,0.015,0.081714981,0.015552,57.73953225,8.57975,6.828,626.2084,5.447665385,NA,NA,416.45,0.622399213,0.618987502,0.000336779,0.000259198,0.05669432,56.69431975,0.001296,0.294653054,1122.533414,0.403027759
-78.19960552,-0.324216711,4148.748203,47.5,39,3.043758344,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,38.7225,6/30/21,566.4882038,0.09,0.30702883,0.093312,0.30702883,8.15625,6.786,626.1104,3.411431448,8.737,0.2291,416.45,0.619100499,0.618890783,0.000350594,0.000257824,0.057426099,57.4260988,0.007776,1.459619752,1151.397477,2.021979477
-78.19961549,-0.325087711,4132.130382,50,27.5,101.1217373,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,40.3992,6/30/21,619.022998,0.295,5.872704375,0.305856,51.50746892,8.50775,6.829,626.2664,19.90747246,NA,NA,416.45,0.621222521,0.619044743,0.000383203,0.000258708,0.056817915,56.81791502,0.025488,3.603289906,1127.377046,4.939217763
-78.19970624,-0.325621711,4115.551479,98,28,161.9119878,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,40.9014,6/29/21,496.5489676,0.16,2.353936894,0.165888,60.09346915,8.3385,7.206,626.9874,14.71210559,NA,NA,416.45,0.623897545,0.619756315,0.000307739,0.000259822,0.057109762,57.10976243,0.013824,5.051632022,1138.865094,6.959727303
-78.19965015,-0.324669711,4135.948116,53.5,27,54.1434052,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,39.825,6/30/21,788.703259,0.235,2.761856806,0.243648,16.07052172,8.2105,6.801,626.2524,11.75258215,NA,NA,416.45,0.620756567,0.619030926,0.000488232,0.000258514,0.05733171,57.33170997,0.020304,1.541673367,1147.649304,2.132167619
-78.19985739,-0.326101711,4109.616035,40,34.5,219.3833764,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,41.5584,6/30/21,789.0074568,0.43,0,0.445824,67.17646907,8.31275,6.768,626.1864,0,7.943,0.2281,416.45,0.623809959,0.618965789,0.000488369,0.000259786,0.057154327,57.15432669,0.037152,2.843735647,1140.625551,3.92089439
-78.19987476,-0.326342711,4108.094689,68.5,29,247.8121141,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,41.5665,6/30/21,811.6096596,0.145,0,0.150336,67.17646907,8.36025,6.809,626.2334,0,NA,NA,416.45,0.624036519,0.619012175,0.000502396,0.00025988,0.057072154,57.0721542,0.012528,0.905141821,1137.380717,1.246217761
-78.19970834,-0.325780711,4111.502335,82.5,24.5,179.6446348,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,41.1138,6/30/21,924.8185183,0.09,0.487253273,0.093312,67.17646907,8.5275,6.823,626.0904,5.413925258,NA,NA,416.45,0.623491819,0.618871045,0.000572343,0.000259653,0.056783979,56.78397906,0.007776,0.43794151,1126.045842,0.599954786
-78.19968867,-0.325347711,4122.520919,66.5,32.5,131.2083596,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,40.5378,6/29/21,921.9810527,0.54,5.292101697,0.559872,57.65781727,8.16175,7.2,626.9834,9.800188328,NA,NA,416.45,0.623068201,0.619752367,0.0005714,0.000259477,0.057416521,57.41652069,0.046656,2.605091432,1151.016792,3.608179835
-78.19962914,-0.324821711,4135.922456,75,25,71.25378084,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,40.122,6/29/21,1111.944302,2.605,29.56424283,2.700864,45.63476455,7.8905,7.196,627.1124,11.34903755,NA,NA,416.45,0.62160836,0.61987968,0.000689272,0.000258869,0.057891255,57.89125471,0.225072,9.033027701,1169.97729,12.6138143
-78.19961798,-0.325100711,4131.933789,50,27.5,102.5957333,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,40.4613,6/29/21,1215.550548,0.105,0.85824665,0.108864,52.36571557,8.0465,7.198,627.0824,8.173777615,NA,NA,416.45,0.622051133,0.619850073,0.000753459,0.000259053,0.057617639,57.61763862,0.009072,0.318466636,1159.02635,0.442624012
-78.19981325,-0.326028711,4110.967611,38,38.5,209.8900981,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,41.5575,6/29/21,1407.279904,0.61,0,0.632448,67.17646907,8.53225,7.215,626.8724,0,NA,NA,416.45,0.62432692,0.619642819,0.000872011,0.000260001,0.056775821,56.77582099,0.052704,1.516776804,1125.725969,2.077602196
-78.19960236,-0.324359711,4140.191773,72,22.5,19.106936,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,38.7549,6/29/21,1556.697444,1.22,13.00163609,1.264896,13.30866492,7.82575,7.196,627.1424,10.65707876,4.093,0.1337,416.45,0.621132349,0.619909288,0.000965011,0.000258671,0.058005294,58.00529377,0.105408,2.57271542,1174.559879,3.599595543
-78.1997043,-0.325738711,4113.203688,82.5,24.5,174.9453207,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Inlet,Gavilan Inlet,41.0922,6/29/21,NA,1.91,6.595746651,1.980288,66.6892158,NA,NA,NA,3.453270498,3.44,0.1274,416.45,NA,NA,NA,NA,NA,NA,0.165024,NA,NA,NA
-78.20384313,-0.331605,4053.85749,600,100,1059.218742,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,107.9568,6/22/21,443.9843501,-0.035,0,-0.036288,276.4872894,8.755,6.759,627.0644,0,NA,NA,416.45,0.631280007,0.619832308,0.000275196,0.000262897,0.05639487,56.39487007,-0.003024,-4.359757152,1110.851167,-5.932183976
-78.20359633,-0.331489,4062.590527,315,53.5,1028.845743,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,107.8146,6/22/21,466.8255368,0.75,27.73871361,0.7776,276.1727156,8.67725,6.756,627.0284,36.98495148,NA,NA,416.45,0.630210217,0.619796779,0.000289337,0.000262451,0.05652748,56.52747986,0.0648,42.63737847,1116.015328,58.15003079
-78.20378211,-0.331577,4055.615043,1000,NA,1051.743607,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,107.856,6/22/21,475.4753116,0.025,0.31457376,0.02592,276.4872894,8.6585,6.76,627.0824,12.5829504,3.747,0.1204,416.45,0.631089623,0.619850073,0.000294723,0.000262817,0.056559517,56.55951732,0.00216,1.196944149,1117.265156,1.633339212
-78.20326454,-0.331305,4066.015629,116.5,24.5,986.5435796,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,88.8309,6/22/21,537.6402185,0.43,3.465172865,0.445824,246.1685259,8.3405,6.748,627.1434,8.058541546,NA,NA,416.45,0.629918076,0.619910275,0.000333289,0.000262329,0.057106303,57.10630293,0.037152,9.168298627,1138.728499,12.63057786
-78.20327396,-0.331311,4065.992125,121,24,987.7886879,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,107.1243,6/22/21,567.7224979,0.17,2.265476075,0.176256,248.434002,8.4675,6.751,627.1004,13.32632985,3.698,0.128,416.45,0.629878421,0.619867837,0.000351913,0.000262313,0.056887153,56.88715318,0.014688,2.881643287,1130.096038,3.954779464
-78.20295142,-0.331068,4068.714959,157.5,25,942.7503274,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,88.794,6/22/21,577.62168,0.26,5.290379411,0.269568,242.7033531,8.18675,6.745,627.1784,20.34761312,NA,NA,416.45,0.629632934,0.619944817,0.000358094,0.000262211,0.057373009,57.37300868,0.022464,4.083552674,1149.288358,5.651673187
-78.20288583,-0.33101,4070.018455,157,20.5,933.0006551,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,88.7643,6/22/21,583.1253581,1.315,11.85228279,1.363392,237.4129737,7.90075,6.739,627.2604,9.013142807,NA,NA,416.45,0.629559488,0.620025745,0.000361553,0.00026218,0.057873228,57.87322757,0.113616,19.75580649,1169.253871,27.5786845
-78.20272262,-0.330864,4071.983226,172.5,23,908.6259036,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,88.7472,6/22/21,605.5399379,0.25,2.962512872,0.2592,225.5606909,7.7205,6.735,627.3954,11.85005149,NA,NA,416.45,0.629460033,0.62015898,0.000375531,0.000262139,0.058191254,58.1912545,0.0216,3.273498051,1182.055795,4.594681901
-78.20255286,-0.330722,4073.785545,124.5,25,883.9961547,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,88.7103,6/22/21,605.5983241,0.025,0.269058692,0.02592,222.598178,7.6175,6.728,627.5844,10.76234768,NA,NA,416.45,0.629433111,0.620345508,0.00037568,0.000262127,0.058373953,58.37395263,0.00216,0.325864369,1189.448179,0.458811203
-78.20103024,-0.329534,4087.790096,50,54,668.2828087,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,82.9215,6/18/21,760.3268293,0.915,11.56022676,0.948672,139.3924654,7.9255,7.841,626.9214,12.63412761,2.791,0.1907,416.45,0.627120211,0.619691178,0.000471168,0.000261164,0.057829727,57.82972718,0.079056,6.509639213,1167.50934,9.080535814
-78.20087673,-0.329343,4090.21018,45.5,13,640.9930065,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,82.7595,6/18/21,794.6122934,0.99,17.87606931,1.026432,127.8322387,8.009,7.844,626.7724,18.05663567,NA,NA,416.45,0.626686547,0.619544126,0.000492297,0.000260984,0.057683266,57.68326573,0.085536,6.410584316,1161.64726,8.919882379
-78.20170784,-0.330135,4078.392053,111,39.5,769.4444454,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,83.4084,6/18/21,859.3492507,2.665,41.30755918,2.763072,189.3181805,7.745,7.825,626.9584,15.50002221,NA,NA,416.45,0.628269745,0.619727694,0.000532563,0.000261643,0.058147901,58.14790111,0.230256,14.61626795,1180.305688,20.50020108
-78.20077953,-0.329206,4092.826316,125,30.5,622.284922,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,82.5894,6/18/21,899.4165224,0.135,1.858168397,0.139968,109.9561694,8.0995,7.857,626.6184,13.76421035,NA,NA,416.45,0.62622473,0.61939214,0.000557092,0.000260791,0.057525043,57.52504273,0.011664,0.684318945,1155.334512,0.949591485
-78.20120445,-0.329722,4085.651831,75,47.5,696.8330336,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,83.3823,6/18/21,920.4262494,0.245,1.077992785,0.254016,140.4704582,7.89225,7.836,626.8364,4.399970549,NA,NA,416.45,0.627289559,0.619607289,0.000570303,0.000261235,0.057888176,57.88817641,0.021168,1.183139104,1169.853741,1.652060576
-78.20135943,-0.329866,4082.19048,92,32.5,720.3990958,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,83.3976,6/18/21,1095.07967,0.385,7.54016304,0.399168,148.0106213,7.80175,7.828,626.9944,19.58483906,NA,NA,416.45,0.627855423,0.619763223,0.00067869,0.00026147,0.058047633,58.04763349,0.033264,1.373488827,1176.264029,1.923100204
-78.20188644,-0.330257,4078.42127,110,16.5,793.5283416,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,83.4858,6/18/21,1183.100985,0.845,18.46248768,0.876096,207.7806681,7.71375,7.823,627.1674,21.84909785,NA,NA,416.45,0.628472552,0.619933961,0.000733444,0.000261727,0.058203206,58.20320581,0.073008,2.659144504,1182.538525,3.733137295
-78.20221485,-0.330476,4077.498993,127,29.5,837.467801,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,86.3172,6/18/21,1485.95789,0.505,10.62469418,0.523584,218.4053623,7.67625,7.817,627.2534,21.03899839,NA,NA,416.45,0.628666653,0.620018836,0.000921322,0.000261808,0.058269657,58.26965716,0.043632,1.135373795,1185.224751,1.595745385
-78.20239331,-0.330601,4075.514386,119.5,29,861.7144008,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,86.3226,6/18/21,1715.493786,0.45,3.923756995,0.46656,222.3291193,7.5945,7.816,627.3824,8.719459989,2.643,0.1286,416.45,0.629029005,0.62014615,0.001063857,0.000261959,0.058414846,58.41484593,0.03888,0.830011353,1191.106611,1.169455566
-78.20068617,-0.329048,4094.223282,87.5,71,601.8355694,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,82.3743,6/18/21,1758.938182,0.305,1.398382573,0.316224,108.098001,8.15625,7.868,626.4404,4.584860894,NA,NA,416.45,0.625883614,0.619216468,0.001089163,0.000260649,0.057426099,57.4260988,0.026352,0.553865459,1151.397477,0.767257767
-78.20066466,-0.329003,4095.136621,90,108,596.2797799,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,82.2564,6/18/21,2236.719952,0.515,5.37738367,0.533952,106.6996184,8.21225,7.875,626.3954,10.44152169,NA,NA,416.45,0.625731035,0.619172056,0.001384914,0.000260586,0.057328668,57.32866836,0.044496,0.690328464,1147.528645,0.954689011
-78.20060297,-0.328786,4101.786126,53.5,73,571.0524416,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,81.8145,6/18/21,4817.05608,0.505,6.309617203,0.523584,101.3222347,8.29475,7.886,626.1764,12.49429149,NA,NA,416.45,0.624727392,0.61895592,0.002981545,0.000260168,0.057185504,57.18550389,0.043632,0.280369233,1141.858155,0.386777149
-78.20060709,-0.328581,4102.626828,72.5,46.5,548.1782515,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,81.8082,6/18/21,7288.120455,0.75,12.57955507,0.7776,95.01261753,8.27225,7.89,626.2134,16.77274009,NA,NA,416.45,0.624664343,0.618992436,0.004511291,0.000260141,0.057224505,57.22450493,0.0648,0.266370751,1143.401221,0.36771406
-78.20061125,-0.328361,4103.530731,60.5,61,523.5859696,Gavi-mainstem,Gavilan Mainstem,Gavilan River Network,Gavilan Outlet,Gavilan Outlet,81.7794,6/18/21,7591.788998,0.6,15.25659339,0.62208,82.43306246,8.32425,7.897,626.0454,25.42765565,2.393,0.1063,416.45,0.62439149,0.618826633,0.004698001,0.000260028,0.057134419,57.1344189,0.05184,0.20444782,1139.838913,0.281791961